Datetime,Close_Price,Prediction,Predicted_Price
2025-12-24 09:15:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 09:20:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 09:25:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 09:30:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 09:35:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 09:40:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 09:45:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 09:50:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 09:55:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 10:00:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 10:05:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 10:10:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 10:15:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 10:20:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 10:25:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 10:30:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 10:35:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 10:40:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 10:45:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 10:50:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 10:55:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 11:00:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 11:05:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 11:10:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 11:15:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 11:20:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 11:25:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 11:30:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 11:35:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 11:40:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 11:45:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 11:50:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 11:55:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 12:00:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 12:05:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 12:10:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 12:15:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 12:20:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 12:25:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 12:30:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 12:35:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 12:40:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 12:45:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 12:50:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 12:55:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 13:00:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 13:05:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 13:10:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 13:15:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 13:20:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 13:25:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 13:30:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 13:35:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 13:40:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 13:45:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 13:50:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 13:55:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 14:00:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 14:05:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 14:10:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 14:15:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 14:20:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 14:25:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 14:30:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 14:35:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 14:40:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 14:45:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 14:50:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 14:55:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 15:00:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 15:05:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 15:10:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 15:15:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 15:20:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 15:25:00+05:30,26172.19921875,1,26179.84765625
2025-12-24 15:30:00+05:30,26172.19921875,1,26179.84765625
